Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Classification
329	Spectrogram 1	1	46002.175750000	46004.479750000	34.0	120.0	1.0000	
330	Spectrogram 1	1	46014.463750000	46015.743750000	34.0	120.0	1.0000	
331	Spectrogram 1	1	46041.343750000	46045.439750000	34.0	120.0	1.0000	bdt
332	Spectrogram 1	1	46117.119750000	46119.167750000	34.0	120.0	1.0000	
333	Spectrogram 1	1	46155.263750000	46160.639750000	34.0	120.0	1.0000	bdt
334	Spectrogram 1	1	46210.303750000	46212.863750000	34.0	120.0	1.0000	bdt
335	Spectrogram 1	1	46257.919750000	46260.223750000	34.0	120.0	1.0000	bdf
336	Spectrogram 1	1	46645.247750000	46647.295750000	34.0	120.0	1.0000	
337	Spectrogram 1	1	46674.431750000	46675.967750000	34.0	120.0	1.0000	
338	Spectrogram 1	1	46945.279750000	46946.303750000	34.0	120.0	1.0000	
339	Spectrogram 1	1	46973.183750000	46975.231750000	34.0	120.0	1.0000	bdf
340	Spectrogram 1	1	46975.743750000	46976.767750000	34.0	120.0	1.0000	
341	Spectrogram 1	1	47320.063750000	47321.087750000	34.0	120.0	1.0000	
342	Spectrogram 1	1	47329.535750000	47330.559750000	34.0	120.0	1.0000	
343	Spectrogram 1	1	47388.159750000	47389.695750000	34.0	120.0	1.0000	bdf
344	Spectrogram 1	1	47477.247750000	47480.831750000	34.0	120.0	1.0000	bdf
345	Spectrogram 1	1	47591.423750000	47594.239750000	34.0	120.0	1.0000	bdt
346	Spectrogram 1	1	47767.295750000	47770.367750000	34.0	120.0	1.0000	bdt
347	Spectrogram 1	1	47826.431750000	47830.015750000	34.0	120.0	1.0000	bdt
348	Spectrogram 1	1	47903.999750000	47908.095750000	34.0	120.0	1.0000	bdt
349	Spectrogram 1	1	47949.567750000	47952.639750000	34.0	120.0	1.0000	bdt
350	Spectrogram 1	1	48059.903750000	48063.487750000	34.0	120.0	1.0000	bdt
351	Spectrogram 1	1	48259.583750000	48261.631750000	34.0	120.0	1.0000	
352	Spectrogram 1	1	48313.343750000	48314.367750000	34.0	120.0	1.0000	bdf
353	Spectrogram 1	1	48374.783750000	48377.599750000	34.0	120.0	1.0000	bdt
354	Spectrogram 1	1	48420.863750000	48423.423750000	34.0	120.0	1.0000	
355	Spectrogram 1	1	48441.087750000	48442.111750000	34.0	120.0	1.0000	bdf
356	Spectrogram 1	1	48487.423750000	48489.983750000	34.0	120.0	1.0000	bdf
357	Spectrogram 1	1	48530.943750000	48532.479750000	34.0	120.0	1.0000	
358	Spectrogram 1	1	48536.063750000	48537.599750000	34.0	120.0	1.0000	
359	Spectrogram 1	1	48578.303750000	48581.119750000	34.0	120.0	1.0000	
360	Spectrogram 1	1	48587.519750000	48588.543750000	34.0	120.0	1.0000	
361	Spectrogram 1	1	48631.807750000	48633.855750000	34.0	120.0	1.0000	
362	Spectrogram 1	1	48680.959750000	48682.751750000	34.0	120.0	1.0000	bdf
363	Spectrogram 1	1	48738.303750000	48739.839750000	34.0	120.0	1.0000	
364	Spectrogram 1	1	48768.767750000	48771.327750000	34.0	120.0	1.0000	
365	Spectrogram 1	1	48784.127750000	48786.175750000	34.0	120.0	1.0000	
366	Spectrogram 1	1	48971.775750000	48973.311750000	34.0	120.0	1.0000	bdf
367	Spectrogram 1	1	49017.855750000	49019.135750000	34.0	120.0	1.0000	
368	Spectrogram 1	1	49079.551750000	49082.879750000	34.0	120.0	1.0000	
369	Spectrogram 1	1	49189.375750000	49190.399750000	34.0	120.0	1.0000	bdf
370	Spectrogram 1	1	49317.631750000	49318.655750000	34.0	120.0	1.0000	
371	Spectrogram 1	1	49320.447750000	49321.471750000	34.0	120.0	1.0000	
372	Spectrogram 1	1	49322.495750000	49324.287750000	34.0	120.0	1.0000	bdf
373	Spectrogram 1	1	49559.807750000	49561.599750000	34.0	120.0	1.0000	
374	Spectrogram 1	1	49669.887750000	49671.423750000	34.0	120.0	1.0000	
375	Spectrogram 1	1	49671.935750000	49674.495750000	34.0	120.0	1.0000	bdf
376	Spectrogram 1	1	49717.247750000	49719.039750000	34.0	120.0	1.0000	
377	Spectrogram 1	1	49770.495750000	49772.287750000	34.0	120.0	1.0000	
378	Spectrogram 1	1	49790.463750000	49791.743750000	34.0	120.0	1.0000	bdf
379	Spectrogram 1	1	49905.151750000	49907.967750000	34.0	120.0	1.0000	
380	Spectrogram 1	1	49950.207750000	49951.231750000	34.0	120.0	1.0000	bdf
381	Spectrogram 1	1	49985.791750000	49988.351750000	34.0	120.0	1.0000	
382	Spectrogram 1	1	50305.791750000	50307.839750000	34.0	120.0	1.0000	
383	Spectrogram 1	1	50352.383750000	50354.175750000	34.0	120.0	1.0000	
384	Spectrogram 1	1	50378.239750000	50381.311750000	34.0	120.0	1.0000	
385	Spectrogram 1	1	50421.247750000	50422.271750000	34.0	120.0	1.0000	bdf
386	Spectrogram 1	1	50840.575750000	50841.599750000	34.0	120.0	1.0000	
387	Spectrogram 1	1	51268.607750000	51269.631750000	34.0	120.0	1.0000	bdf
388	Spectrogram 1	1	51895.551750000	51896.831750000	34.0	120.0	1.0000	bdf
389	Spectrogram 1	1	52049.919750000	52056.831750000	34.0	120.0	1.0000	bdf
390	Spectrogram 1	1	52076.799750000	52077.823750000	34.0	120.0	1.0000	
391	Spectrogram 1	1	52078.847750000	52080.639750000	34.0	120.0	1.0000	bdf
392	Spectrogram 1	1	52635.903750000	52637.695750000	34.0	120.0	1.0000	bdf
393	Spectrogram 1	1	52689.663750000	52690.687750000	34.0	120.0	1.0000	
394	Spectrogram 1	1	52791.039750000	52793.087750000	34.0	120.0	1.0000	bdf
395	Spectrogram 1	1	52870.143750000	52871.423750000	34.0	120.0	1.0000	bdf
396	Spectrogram 1	1	52872.447750000	52873.727750000	34.0	120.0	1.0000	
397	Spectrogram 1	1	52874.239750000	52875.775750000	34.0	120.0	1.0000	
398	Spectrogram 1	1	52952.831750000	52954.367750000	34.0	120.0	1.0000	bdf
399	Spectrogram 1	1	53024.255750000	53025.279750000	34.0	120.0	1.0000	
400	Spectrogram 1	1	53025.535750000	53026.815750000	34.0	120.0	1.0000	
401	Spectrogram 1	1	53319.679750000	53321.983750000	34.0	120.0	1.0000	bdf
402	Spectrogram 1	1	53343.743750000	53346.047750000	34.0	120.0	1.0000	
403	Spectrogram 1	1	53447.679750000	53448.703750000	34.0	120.0	1.0000	bdf
404	Spectrogram 1	1	53508.095750000	53511.679750000	34.0	120.0	1.0000	bdt
405	Spectrogram 1	1	53782.271750000	53784.319750000	34.0	120.0	1.0000	
406	Spectrogram 1	1	53869.055750000	53871.103750000	34.0	120.0	1.0000	bdf
407	Spectrogram 1	1	53882.879750000	53886.207750000	34.0	120.0	1.0000	
408	Spectrogram 1	1	53957.375750000	53958.399750000	34.0	120.0	1.0000	
409	Spectrogram 1	1	53980.415750000	53984.255750000	34.0	120.0	1.0000	bdt
410	Spectrogram 1	1	54017.279750000	54018.815750000	34.0	120.0	1.0000	
411	Spectrogram 1	1	54037.503750000	54038.527750000	34.0	120.0	1.0000	
412	Spectrogram 1	1	54041.343750000	54043.135750000	34.0	120.0	1.0000	
413	Spectrogram 1	1	54090.495750000	54091.519750000	34.0	120.0	1.0000	
414	Spectrogram 1	1	54144.767750000	54146.303750000	34.0	120.0	1.0000	
415	Spectrogram 1	1	54190.847750000	54191.871750000	34.0	120.0	1.0000	
416	Spectrogram 1	1	54272.511750000	54273.791750000	34.0	120.0	1.0000	
417	Spectrogram 1	1	54381.567750000	54383.103750000	34.0	120.0	1.0000	
418	Spectrogram 1	1	54454.783750000	54456.063750000	34.0	120.0	1.0000	bdf
419	Spectrogram 1	1	54526.719750000	54527.743750000	34.0	120.0	1.0000	
420	Spectrogram 1	1	54625.279750000	54627.327750000	34.0	120.0	1.0000	
421	Spectrogram 1	1	54780.159750000	54784.255750000	34.0	120.0	1.0000	bdt
422	Spectrogram 1	1	54801.663750000	54803.967750000	34.0	120.0	1.0000	
423	Spectrogram 1	1	54888.447750000	54889.727750000	34.0	120.0	1.0000	
424	Spectrogram 1	1	55075.327750000	55076.607750000	34.0	120.0	1.0000	
425	Spectrogram 1	1	55152.383750000	55153.407750000	34.0	120.0	1.0000	bdf
426	Spectrogram 1	1	55161.599750000	55163.135750000	34.0	120.0	1.0000	bdf
427	Spectrogram 1	1	55171.071750000	55172.095750000	34.0	120.0	1.0000	bdf
428	Spectrogram 1	1	55185.663750000	55188.223750000	34.0	120.0	1.0000	
429	Spectrogram 1	1	55193.855750000	55195.391750000	34.0	120.0	1.0000	
430	Spectrogram 1	1	55219.967750000	55222.271750000	34.0	120.0	1.0000	
431	Spectrogram 1	1	55243.007750000	55245.311750000	34.0	120.0	1.0000	
432	Spectrogram 1	1	55267.839750000	55269.887750000	34.0	120.0	1.0000	bdf
433	Spectrogram 1	1	55300.095750000	55302.911750000	34.0	120.0	1.0000	bdf
434	Spectrogram 1	1	55326.207750000	55327.999750000	34.0	120.0	1.0000	bdf
435	Spectrogram 1	1	55588.351750000	55589.631750000	34.0	120.0	1.0000	
436	Spectrogram 1	1	55802.111750000	55803.391750000	34.0	120.0	1.0000	
437	Spectrogram 1	1	55893.759750000	55894.783750000	34.0	120.0	1.0000	
438	Spectrogram 1	1	56068.095750000	56069.119750000	34.0	120.0	1.0000	
439	Spectrogram 1	1	56128.511750000	56131.071750000	34.0	120.0	1.0000	
440	Spectrogram 1	1	56131.327750000	56133.631750000	34.0	120.0	1.0000	
441	Spectrogram 1	1	56276.991750000	56278.527750000	34.0	120.0	1.0000	
442	Spectrogram 1	1	56320.255750000	56321.535750000	34.0	120.0	1.0000	
443	Spectrogram 1	1	56401.919750000	56403.455750000	34.0	120.0	1.0000	
444	Spectrogram 1	1	56435.967750000	56439.551750000	34.0	120.0	1.0000	bdt
445	Spectrogram 1	1	56508.927750000	56509.951750000	34.0	120.0	1.0000	bdf
446	Spectrogram 1	1	56680.191750000	56681.471750000	34.0	120.0	1.0000	
447	Spectrogram 1	1	56743.423750000	56744.959750000	34.0	120.0	1.0000	
448	Spectrogram 1	1	56798.463750000	56802.047750000	34.0	120.0	1.0000	
449	Spectrogram 1	1	56934.911750000	56935.935750000	34.0	120.0	1.0000	bdf
450	Spectrogram 1	1	56965.631750000	56968.191750000	34.0	120.0	1.0000	
451	Spectrogram 1	1	57023.999750000	57025.279750000	34.0	120.0	1.0000	
452	Spectrogram 1	1	57034.239750000	57037.055750000	34.0	120.0	1.0000	
453	Spectrogram 1	1	57118.975750000	57120.767750000	34.0	120.0	1.0000	
454	Spectrogram 1	1	57245.695750000	57249.279750000	34.0	120.0	1.0000	
455	Spectrogram 1	1	57277.951750000	57279.743750000	34.0	120.0	1.0000	
456	Spectrogram 1	1	57321.727750000	57322.751750000	34.0	120.0	1.0000	
457	Spectrogram 1	1	57353.215750000	57355.007750000	34.0	120.0	1.0000	bdf
458	Spectrogram 1	1	57545.727750000	57548.287750000	34.0	120.0	1.0000	
459	Spectrogram 1	1	57564.159750000	57565.183750000	34.0	120.0	1.0000	
460	Spectrogram 1	1	57602.047750000	57604.095750000	34.0	120.0	1.0000	
461	Spectrogram 1	1	57801.471750000	57802.751750000	34.0	120.0	1.0000	
462	Spectrogram 1	1	57839.103750000	57840.383750000	34.0	120.0	1.0000	
463	Spectrogram 1	1	57902.079750000	57904.383750000	34.0	120.0	1.0000	
464	Spectrogram 1	1	57956.607750000	57959.423750000	34.0	120.0	1.0000	
465	Spectrogram 1	1	58035.455750000	58040.319750000	34.0	120.0	1.0000	
466	Spectrogram 1	1	58079.743750000	58080.767750000	34.0	120.0	1.0000	bdf
467	Spectrogram 1	1	58091.007750000	58093.311750000	34.0	120.0	1.0000	
468	Spectrogram 1	1	58116.607750000	58117.631750000	34.0	120.0	1.0000	bdf
469	Spectrogram 1	1	58137.343750000	58138.623750000	34.0	120.0	1.0000	
470	Spectrogram 1	1	58178.559750000	58179.839750000	34.0	120.0	1.0000	
471	Spectrogram 1	1	58270.463750000	58271.487750000	34.0	120.0	1.0000	bdf
472	Spectrogram 1	1	58305.023750000	58306.303750000	34.0	120.0	1.0000	
473	Spectrogram 1	1	58308.351750000	58310.143750000	34.0	120.0	1.0000	
474	Spectrogram 1	1	58327.295750000	58328.319750000	34.0	120.0	1.0000	
475	Spectrogram 1	1	58543.359750000	58545.151750000	34.0	120.0	1.0000	
476	Spectrogram 1	1	58589.951750000	58590.975750000	34.0	120.0	1.0000	bdf
477	Spectrogram 1	1	58695.679750000	58696.703750000	34.0	120.0	1.0000	
478	Spectrogram 1	1	58701.823750000	58702.847750000	34.0	120.0	1.0000	
479	Spectrogram 1	1	58804.223750000	58806.271750000	34.0	120.0	1.0000	
480	Spectrogram 1	1	58851.327750000	58853.119750000	34.0	120.0	1.0000	
481	Spectrogram 1	1	58892.031750000	58893.055750000	34.0	120.0	1.0000	
482	Spectrogram 1	1	58936.319750000	58937.343750000	34.0	120.0	1.0000	
483	Spectrogram 1	1	58962.687750000	58963.711750000	34.0	120.0	1.0000	
484	Spectrogram 1	1	58966.271750000	58968.575750000	34.0	120.0	1.0000	
485	Spectrogram 1	1	59044.351750000	59045.375750000	34.0	120.0	1.0000	
486	Spectrogram 1	1	59069.695750000	59070.975750000	34.0	120.0	1.0000	
487	Spectrogram 1	1	59130.367750000	59132.927750000	34.0	120.0	1.0000	
488	Spectrogram 1	1	59151.103750000	59152.383750000	34.0	120.0	1.0000	
489	Spectrogram 1	1	59191.039750000	59192.319750000	34.0	120.0	1.0000	
490	Spectrogram 1	1	59206.143750000	59208.191750000	34.0	120.0	1.0000	
491	Spectrogram 1	1	59271.679750000	59272.703750000	34.0	120.0	1.0000	
492	Spectrogram 1	1	59327.487750000	59330.047750000	34.0	120.0	1.0000	
493	Spectrogram 1	1	59576.575750000	59577.855750000	34.0	120.0	1.0000	
494	Spectrogram 1	1	59878.655750000	59881.215750000	34.0	120.0	1.0000	
495	Spectrogram 1	1	59884.799750000	59886.335750000	34.0	120.0	1.0000	
496	Spectrogram 1	1	60047.103750000	60050.175750000	34.0	120.0	1.0000	
497	Spectrogram 1	1	60114.687750000	60115.711750000	34.0	120.0	1.0000	
498	Spectrogram 1	1	60681.471750000	60683.519750000	34.0	120.0	1.0000	
499	Spectrogram 1	1	60688.383750000	60689.663750000	34.0	120.0	1.0000	
500	Spectrogram 1	1	61564.671750000	61565.695750000	34.0	120.0	1.0000	
501	Spectrogram 1	1	61712.383750000	61713.407750000	34.0	120.0	1.0000	
502	Spectrogram 1	1	61884.159750000	61887.487750000	34.0	120.0	1.0000	bdt
503	Spectrogram 1	1	62576.127750000	62578.943750000	34.0	120.0	1.0000	bdt
504	Spectrogram 1	1	62616.831750000	62620.159750000	34.0	120.0	1.0000	
505	Spectrogram 1	1	62657.535750000	62660.095750000	34.0	120.0	1.0000	bdf
506	Spectrogram 1	1	62817.279750000	62818.559750000	34.0	120.0	1.0000	
507	Spectrogram 1	1	62821.375750000	62824.191750000	34.0	120.0	1.0000	bdf
508	Spectrogram 1	1	62832.127750000	62833.151750000	34.0	120.0	1.0000	
509	Spectrogram 1	1	62860.287750000	62862.079750000	34.0	120.0	1.0000	
510	Spectrogram 1	1	62966.271750000	62968.575750000	34.0	120.0	1.0000	
511	Spectrogram 1	1	63021.055750000	63022.079750000	34.0	120.0	1.0000	
512	Spectrogram 1	1	63042.047750000	63046.143750000	34.0	120.0	1.0000	
513	Spectrogram 1	1	63089.919750000	63093.247750000	34.0	120.0	1.0000	bdt
514	Spectrogram 1	1	63164.671750000	63166.463750000	34.0	120.0	1.0000	bdt
515	Spectrogram 1	1	63174.911750000	63178.495750000	34.0	120.0	1.0000	
516	Spectrogram 1	1	63199.231750000	63200.255750000	34.0	120.0	1.0000	
517	Spectrogram 1	1	63218.431750000	63219.967750000	34.0	120.0	1.0000	
518	Spectrogram 1	1	63250.687750000	63254.271750000	34.0	120.0	1.0000	bdt
519	Spectrogram 1	1	63257.343750000	63258.623750000	34.0	120.0	1.0000	
520	Spectrogram 1	1	63265.791750000	63267.327750000	34.0	120.0	1.0000	
521	Spectrogram 1	1	63288.319750000	63291.391750000	34.0	120.0	1.0000	bdt
522	Spectrogram 1	1	63324.415750000	63325.439750000	34.0	120.0	1.0000	
523	Spectrogram 1	1	63465.727750000	63468.799750000	34.0	120.0	1.0000	
524	Spectrogram 1	1	63474.943750000	63476.223750000	34.0	120.0	1.0000	
525	Spectrogram 1	1	63511.551750000	63515.135750000	34.0	120.0	1.0000	
526	Spectrogram 1	1	63545.087750000	63548.415750000	34.0	120.0	1.0000	
527	Spectrogram 1	1	63548.671750000	63551.231750000	34.0	120.0	1.0000	
528	Spectrogram 1	1	63588.095750000	63589.375750000	34.0	120.0	1.0000	
529	Spectrogram 1	1	63601.663750000	63604.735750000	34.0	120.0	1.0000	
530	Spectrogram 1	1	63665.919750000	63668.479750000	34.0	120.0	1.0000	
531	Spectrogram 1	1	63668.735750000	63670.015750000	34.0	120.0	1.0000	
532	Spectrogram 1	1	63684.095750000	63685.887750000	34.0	120.0	1.0000	
533	Spectrogram 1	1	63743.999750000	63746.815750000	34.0	120.0	1.0000	bdt
534	Spectrogram 1	1	63749.119750000	63751.679750000	34.0	120.0	1.0000	
535	Spectrogram 1	1	63794.431750000	63795.455750000	34.0	120.0	1.0000	bdf
536	Spectrogram 1	1	63820.031750000	63823.615750000	34.0	120.0	1.0000	bdt
537	Spectrogram 1	1	63880.191750000	63884.031750000	34.0	120.0	1.0000	bdt
538	Spectrogram 1	1	63931.391750000	63932.415750000	34.0	120.0	1.0000	
539	Spectrogram 1	1	63933.439750000	63935.999750000	34.0	120.0	1.0000	bdt
540	Spectrogram 1	1	63971.839750000	63974.399750000	34.0	120.0	1.0000	bdt
541	Spectrogram 1	1	63980.287750000	63981.823750000	34.0	120.0	1.0000	
542	Spectrogram 1	1	64032.511750000	64035.839750000	34.0	120.0	1.0000	bdt
543	Spectrogram 1	1	64057.087750000	64063.743750000	34.0	120.0	1.0000	bdt
544	Spectrogram 1	1	64144.639750000	64147.455750000	34.0	120.0	1.0000	bdt
545	Spectrogram 1	1	64293.631750000	64294.655750000	34.0	120.0	1.0000	bdf
546	Spectrogram 1	1	64342.271750000	64343.295750000	34.0	120.0	1.0000	bdf
547	Spectrogram 1	1	64351.999750000	64354.303750000	34.0	120.0	1.0000	bdf
548	Spectrogram 1	1	64494.847750000	64498.687750000	34.0	120.0	1.0000	bdf
549	Spectrogram 1	1	64552.191750000	64553.215750000	34.0	120.0	1.0000	bdf
550	Spectrogram 1	1	64608.767750000	64612.095750000	34.0	120.0	1.0000	bdt
551	Spectrogram 1	1	64650.495750000	64651.519750000	34.0	120.0	1.0000	bdf
552	Spectrogram 1	1	64673.535750000	64677.375750000	34.0	120.0	1.0000	bdt
553	Spectrogram 1	1	64705.791750000	64708.607750000	34.0	120.0	1.0000	
554	Spectrogram 1	1	64769.279750000	64773.119750000	34.0	120.0	1.0000	bdt
555	Spectrogram 1	1	64783.103750000	64785.407750000	34.0	120.0	1.0000	bdf
556	Spectrogram 1	1	64822.783750000	64825.599750000	34.0	120.0	1.0000	bdt
557	Spectrogram 1	1	64870.399750000	64872.191750000	34.0	120.0	1.0000	bdf
558	Spectrogram 1	1	64935.423750000	64939.519750000	34.0	120.0	1.0000	bdt
559	Spectrogram 1	1	64959.231750000	64960.255750000	34.0	120.0	1.0000	bdf
560	Spectrogram 1	1	65001.983750000	65005.311750000	34.0	120.0	1.0000	bdt
561	Spectrogram 1	1	65073.663750000	65074.687750000	34.0	120.0	1.0000	bdf
562	Spectrogram 1	1	65129.215750000	65131.519750000	34.0	120.0	1.0000	
563	Spectrogram 1	1	65225.983750000	65228.031750000	34.0	120.0	1.0000	
564	Spectrogram 1	1	65248.255750000	65251.071750000	34.0	120.0	1.0000	bdf
565	Spectrogram 1	1	65260.799750000	65261.823750000	34.0	120.0	1.0000	bdf
566	Spectrogram 1	1	65300.223750000	65304.575750000	34.0	120.0	1.0000	bdt
567	Spectrogram 1	1	65304.831750000	65305.855750000	34.0	120.0	1.0000	
568	Spectrogram 1	1	65469.439750000	65472.767750000	34.0	120.0	1.0000	bdt
569	Spectrogram 1	1	65543.167750000	65544.191750000	34.0	120.0	1.0000	bdf
570	Spectrogram 1	1	65549.823750000	65551.103750000	34.0	120.0	1.0000	bdf
571	Spectrogram 1	1	65570.815750000	65571.839750000	34.0	120.0	1.0000	bdf
572	Spectrogram 1	1	65606.399750000	65607.679750000	34.0	120.0	1.0000	
573	Spectrogram 1	1	65711.871750000	65716.223750000	34.0	120.0	1.0000	bdt
574	Spectrogram 1	1	65828.607750000	65829.887750000	34.0	120.0	1.0000	bdf
575	Spectrogram 1	1	65836.031750000	65837.055750000	34.0	120.0	1.0000	
576	Spectrogram 1	1	65875.199750000	65878.271750000	34.0	120.0	1.0000	
577	Spectrogram 1	1	65925.119750000	65926.399750000	34.0	120.0	1.0000	bdf
578	Spectrogram 1	1	65974.271750000	65977.087750000	34.0	120.0	1.0000	
579	Spectrogram 1	1	65979.903750000	65980.927750000	34.0	120.0	1.0000	
580	Spectrogram 1	1	66076.415750000	66078.975750000	34.0	120.0	1.0000	bdf
581	Spectrogram 1	1	66110.463750000	66111.487750000	34.0	120.0	1.0000	
582	Spectrogram 1	1	66150.655750000	66151.679750000	34.0	120.0	1.0000	bdf
583	Spectrogram 1	1	66211.071750000	66212.095750000	34.0	120.0	1.0000	bdf
584	Spectrogram 1	1	66220.799750000	66222.079750000	34.0	120.0	1.0000	
585	Spectrogram 1	1	66225.407750000	66227.711750000	34.0	120.0	1.0000	
586	Spectrogram 1	1	66362.879750000	66363.903750000	34.0	120.0	1.0000	bdf
587	Spectrogram 1	1	66447.359750000	66449.151750000	34.0	120.0	1.0000	
588	Spectrogram 1	1	66521.087750000	66522.111750000	34.0	120.0	1.0000	
589	Spectrogram 1	1	66534.143750000	66535.679750000	34.0	120.0	1.0000	
590	Spectrogram 1	1	66562.047750000	66565.119750000	34.0	120.0	1.0000	
591	Spectrogram 1	1	66606.335750000	66607.871750000	34.0	120.0	1.0000	
592	Spectrogram 1	1	66608.127750000	66609.151750000	34.0	120.0	1.0000	
593	Spectrogram 1	1	66610.687750000	66611.711750000	34.0	120.0	1.0000	
594	Spectrogram 1	1	66627.071750000	66633.471750000	34.0	120.0	1.0000	bdt
595	Spectrogram 1	1	66740.991750000	66746.367750000	34.0	120.0	1.0000	bdt
596	Spectrogram 1	1	66746.623750000	66748.927750000	34.0	120.0	1.0000	
597	Spectrogram 1	1	66814.719750000	66818.815750000	34.0	120.0	1.0000	
598	Spectrogram 1	1	66819.071750000	66820.095750000	34.0	120.0	1.0000	
599	Spectrogram 1	1	66844.159750000	66847.487750000	34.0	120.0	1.0000	
600	Spectrogram 1	1	66942.975750000	66943.999750000	34.0	120.0	1.0000	bdf
601	Spectrogram 1	1	66977.279750000	66981.375750000	34.0	120.0	1.0000	
602	Spectrogram 1	1	66981.631750000	66984.959750000	34.0	120.0	1.0000	
603	Spectrogram 1	1	67137.279750000	67138.815750000	34.0	120.0	1.0000	
604	Spectrogram 1	1	67158.015750000	67160.831750000	34.0	120.0	1.0000	
605	Spectrogram 1	1	67161.855750000	67163.135750000	34.0	120.0	1.0000	
606	Spectrogram 1	1	67164.927750000	67165.951750000	34.0	120.0	1.0000	
607	Spectrogram 1	1	67277.567750000	67281.919750000	34.0	120.0	1.0000	
608	Spectrogram 1	1	67282.175750000	67283.455750000	34.0	120.0	1.0000	
609	Spectrogram 1	1	67298.303750000	67299.583750000	34.0	120.0	1.0000	
610	Spectrogram 1	1	67394.047750000	67396.351750000	34.0	120.0	1.0000	bdt
611	Spectrogram 1	1	67399.167750000	67402.495750000	34.0	120.0	1.0000	bdt
612	Spectrogram 1	1	67667.967750000	67668.991750000	34.0	120.0	1.0000	
613	Spectrogram 1	1	67692.287750000	67693.311750000	34.0	120.0	1.0000	
614	Spectrogram 1	1	67747.839750000	67748.863750000	34.0	120.0	1.0000	
615	Spectrogram 1	1	67751.167750000	67752.447750000	34.0	120.0	1.0000	bdf
616	Spectrogram 1	1	67807.999750000	67809.023750000	34.0	120.0	1.0000	bdf
617	Spectrogram 1	1	67897.087750000	67898.623750000	34.0	120.0	1.0000	
618	Spectrogram 1	1	67969.535750000	67970.559750000	34.0	120.0	1.0000	bdf
619	Spectrogram 1	1	67975.679750000	67976.703750000	34.0	120.0	1.0000	bdf
620	Spectrogram 1	1	68013.823750000	68015.615750000	34.0	120.0	1.0000	bdf
621	Spectrogram 1	1	68066.303750000	68071.167750000	34.0	120.0	1.0000	
622	Spectrogram 1	1	68071.423750000	68075.007750000	34.0	120.0	1.0000	
623	Spectrogram 1	1	68080.127750000	68081.151750000	34.0	120.0	1.0000	
624	Spectrogram 1	1	68156.159750000	68158.719750000	34.0	120.0	1.0000	
625	Spectrogram 1	1	68160.767750000	68164.351750000	34.0	120.0	1.0000	
626	Spectrogram 1	1	68293.631750000	68296.191750000	34.0	120.0	1.0000	
627	Spectrogram 1	1	68300.031750000	68301.311750000	34.0	120.0	1.0000	
628	Spectrogram 1	1	68378.623750000	68382.207750000	34.0	120.0	1.0000	bdt
629	Spectrogram 1	1	68385.279750000	68388.095750000	34.0	120.0	1.0000	bdf
630	Spectrogram 1	1	68464.383750000	68465.407750000	34.0	120.0	1.0000	
631	Spectrogram 1	1	68468.223750000	68469.503750000	34.0	120.0	1.0000	
632	Spectrogram 1	1	68473.855750000	68475.135750000	34.0	120.0	1.0000	
633	Spectrogram 1	1	68509.695750000	68513.023750000	34.0	120.0	1.0000	bdt
634	Spectrogram 1	1	68515.327750000	68518.911750000	34.0	120.0	1.0000	bdt
635	Spectrogram 1	1	68574.463750000	68578.047750000	34.0	120.0	1.0000	bdt
636	Spectrogram 1	1	68580.351750000	68583.935750000	34.0	120.0	1.0000	bdf
637	Spectrogram 1	1	68611.583750000	68612.607750000	34.0	120.0	1.0000	bdf
638	Spectrogram 1	1	68666.367750000	68670.207750000	34.0	120.0	1.0000	bdt
639	Spectrogram 1	1	68672.511750000	68676.095750000	34.0	120.0	1.0000	
640	Spectrogram 1	1	68715.007750000	68716.799750000	34.0	120.0	1.0000	
641	Spectrogram 1	1	68720.127750000	68723.199750000	34.0	120.0	1.0000	bdt
642	Spectrogram 1	1	68749.055750000	68750.847750000	34.0	120.0	1.0000	bdf
643	Spectrogram 1	1	68862.463750000	68865.023750000	34.0	120.0	1.0000	bdt
644	Spectrogram 1	1	68868.863750000	68871.423750000	34.0	120.0	1.0000	
645	Spectrogram 1	1	68880.127750000	68881.407750000	34.0	120.0	1.0000	
646	Spectrogram 1	1	68932.351750000	68934.399750000	34.0	120.0	1.0000	bdt
647	Spectrogram 1	1	69008.383750000	69009.919750000	34.0	120.0	1.0000	
648	Spectrogram 1	1	69025.023750000	69027.327750000	34.0	120.0	1.0000	bdt
649	Spectrogram 1	1	69029.631750000	69030.655750000	34.0	120.0	1.0000	
650	Spectrogram 1	1	69032.447750000	69033.727750000	34.0	120.0	1.0000	
651	Spectrogram 1	1	69043.711750000	69046.271750000	34.0	120.0	1.0000	bdt
652	Spectrogram 1	1	69049.855750000	69050.879750000	34.0	120.0	1.0000	
653	Spectrogram 1	1	69051.135750000	69053.439750000	34.0	120.0	1.0000	
654	Spectrogram 1	1	69053.695750000	69055.231750000	34.0	120.0	1.0000	
655	Spectrogram 1	1	69099.263750000	69101.567750000	34.0	120.0	1.0000	bdt
656	Spectrogram 1	1	69106.431750000	69108.991750000	34.0	120.0	1.0000	
657	Spectrogram 1	1	69134.335750000	69135.359750000	34.0	120.0	1.0000	
658	Spectrogram 1	1	69138.687750000	69139.711750000	34.0	120.0	1.0000	
