Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Classification
325	Spectrogram 1	1	15354.800250000	15356.432250000	34.0	120.0	1.0000	
326	Spectrogram 1	1	15357.911250000	15359.696250000	34.0	120.0	0.8571	
327	Spectrogram 1	1	15360.537750000	15361.557750000	34.0	120.0	1.0000	
328	Spectrogram 1	1	15417.096750000	15421.151250000	34.0	120.0	1.0000	bdt
329	Spectrogram 1	1	15424.772250000	15428.648250000	34.0	120.0	0.9408	bdt
330	Spectrogram 1	1	15454.836750000	15457.667250000	34.0	120.0	0.7748	
331	Spectrogram 1	1	15460.854750000	15465.215250000	34.0	120.0	1.0000	bdt
332	Spectrogram 1	1	15481.535250000	15482.555250000	34.0	120.0	0.7500	
333	Spectrogram 1	1	15488.853750000	15492.015750000	34.0	120.0	0.9435	
334	Spectrogram 1	1	15526.797750000	15530.469750000	34.0	120.0	0.8056	
335	Spectrogram 1	1	15532.178250000	15533.300250000	34.0	120.0	0.6818	
336	Spectrogram 1	1	15541.128750000	15542.811750000	34.0	120.0	1.0000	
337	Spectrogram 1	1	15550.946250000	15552.068250000	34.0	120.0	1.0000	
338	Spectrogram 1	1	15616.047750000	15617.297250000	34.0	120.0	1.0000	
339	Spectrogram 1	1	15681.531750000	15682.883250000	34.0	120.0	0.9057	
340	Spectrogram 1	1	15723.020250000	15724.040250000	34.0	120.0	0.9250	
341	Spectrogram 1	1	15735.923250000	15737.631750000	34.0	120.0	1.0000	bdf
342	Spectrogram 1	1	15785.750250000	15787.127250000	34.0	120.0	0.9630	bdf
343	Spectrogram 1	1	15808.598250000	15810.179250000	34.0	120.0	0.7742	bdf
344	Spectrogram 1	1	15903.713250000	15905.651250000	34.0	120.0	0.8947	bdf
345	Spectrogram 1	1	15912.995250000	15914.270250000	34.0	120.0	0.8800	
346	Spectrogram 1	1	15927.989250000	15930.488250000	34.0	120.0	0.8776	
347	Spectrogram 1	1	16020.375750000	16021.752750000	34.0	120.0	1.0000	
348	Spectrogram 1	1	16031.672250000	16033.431750000	34.0	120.0	0.8551	
349	Spectrogram 1	1	16130.612250000	16132.218750000	34.0	120.0	1.0000	
350	Spectrogram 1	1	16138.950750000	16141.602750000	34.0	120.0	1.0000	
351	Spectrogram 1	1	16166.975250000	16168.199250000	34.0	120.0	0.8958	
352	Spectrogram 1	1	16202.598750000	16204.868250000	34.0	120.0	0.8652	bdf
353	Spectrogram 1	1	16263.161250000	16264.257750000	34.0	120.0	0.8140	
354	Spectrogram 1	1	16276.803750000	16277.900250000	34.0	120.0	1.0000	
355	Spectrogram 1	1	16307.684250000	16308.704250000	34.0	120.0	0.9250	bdf
356	Spectrogram 1	1	16333.362750000	16334.535750000	34.0	120.0	0.7174	bdf
357	Spectrogram 1	1	16506.201750000	16507.374750000	34.0	120.0	1.0000	
358	Spectrogram 1	1	16571.532750000	16572.578250000	34.0	120.0	0.9268	
359	Spectrogram 1	1	16624.062750000	16626.153750000	34.0	120.0	0.9634	
360	Spectrogram 1	1	16653.158250000	16655.988750000	34.0	120.0	0.8378	
361	Spectrogram 1	1	16754.342250000	16755.515250000	34.0	120.0	1.0000	
362	Spectrogram 1	1	16787.645250000	16789.022250000	34.0	120.0	1.0000	
363	Spectrogram 1	1	16789.481250000	16790.679750000	34.0	120.0	1.0000	
364	Spectrogram 1	1	16810.161750000	16811.487750000	34.0	120.0	1.0000	
365	Spectrogram 1	1	16823.549250000	16824.645750000	34.0	120.0	0.9070	
366	Spectrogram 1	1	16876.869750000	16878.654750000	34.0	120.0	1.0000	
367	Spectrogram 1	1	16896.836250000	16898.111250000	34.0	120.0	0.9000	
368	Spectrogram 1	1	16899.105750000	16900.559250000	34.0	120.0	0.8772	
369	Spectrogram 1	1	16933.862250000	16935.239250000	34.0	120.0	1.0000	
370	Spectrogram 1	1	16947.632250000	16949.162250000	34.0	120.0	0.7833	
371	Spectrogram 1	1	16962.116250000	16963.875750000	34.0	120.0	1.0000	
372	Spectrogram 1	1	16964.360250000	16965.380250000	34.0	120.0	0.8750	
373	Spectrogram 1	1	16989.350250000	16992.333750000	34.0	120.0	1.0000	
374	Spectrogram 1	1	16996.515750000	16999.295250000	34.0	120.0	0.9358	
375	Spectrogram 1	1	17022.576750000	17025.407250000	34.0	120.0	0.9820	bdt
376	Spectrogram 1	1	17060.214750000	17063.657250000	34.0	120.0	1.0000	
377	Spectrogram 1	1	17067.405750000	17068.757250000	34.0	120.0	1.0000	
378	Spectrogram 1	1	17069.114250000	17071.128750000	34.0	120.0	0.9114	
379	Spectrogram 1	1	17083.062750000	17087.474250000	34.0	120.0	0.9769	bdt
380	Spectrogram 1	1	17099.688750000	17103.105750000	34.0	120.0	0.9403	
381	Spectrogram 1	1	17119.374750000	17123.811750000	34.0	120.0	0.8793	bdt
382	Spectrogram 1	1	17130.722250000	17132.430750000	34.0	120.0	0.8657	
383	Spectrogram 1	1	17139.647250000	17141.355750000	34.0	120.0	1.0000	
384	Spectrogram 1	1	17150.051250000	17151.555750000	34.0	120.0	0.8136	
385	Spectrogram 1	1	17153.417250000	17155.431750000	34.0	120.0	0.9747	
386	Spectrogram 1	1	17162.112750000	17164.892250000	34.0	120.0	0.9908	bdt
387	Spectrogram 1	1	17194.242750000	17197.481250000	34.0	120.0	1.0000	
388	Spectrogram 1	1	17203.218750000	17204.238750000	34.0	120.0	1.0000	
389	Spectrogram 1	1	17237.694750000	17241.570750000	34.0	120.0	1.0000	bdt
390	Spectrogram 1	1	17267.478750000	17271.150750000	34.0	120.0	0.9861	bdt
391	Spectrogram 1	1	17295.962250000	17297.849250000	34.0	120.0	1.0000	
392	Spectrogram 1	1	17323.706250000	17327.760750000	34.0	120.0	1.0000	
393	Spectrogram 1	1	17340.102750000	17341.658250000	34.0	120.0	1.0000	bdt
394	Spectrogram 1	1	17360.451750000	17364.302250000	34.0	120.0	1.0000	bdt
395	Spectrogram 1	1	17368.050750000	17371.518750000	34.0	120.0	1.0000	
396	Spectrogram 1	1	17389.649250000	17393.882250000	34.0	120.0	0.8976	bdt
397	Spectrogram 1	1	17416.526250000	17420.019750000	34.0	120.0	0.9343	bdt
398	Spectrogram 1	1	17444.831250000	17451.155250000	34.0	120.0	0.9516	
399	Spectrogram 1	1	17462.936250000	17465.307750000	34.0	120.0	0.9570	bdt
400	Spectrogram 1	1	17476.323750000	17477.394750000	34.0	120.0	1.0000	
401	Spectrogram 1	1	17477.828250000	17481.576750000	34.0	120.0	0.9592	
402	Spectrogram 1	1	17490.629250000	17493.510750000	34.0	120.0	0.9292	
403	Spectrogram 1	1	17504.832750000	17506.413750000	34.0	120.0	0.8548	
404	Spectrogram 1	1	17510.442750000	17514.446250000	34.0	120.0	0.9554	bdt
405	Spectrogram 1	1	17528.012250000	17534.897250000	34.0	120.0	0.9852	bdt
406	Spectrogram 1	1	17544.995250000	17548.386750000	34.0	120.0	0.9774	bdf
407	Spectrogram 1	1	17566.772250000	17571.795750000	34.0	120.0	0.9543	bdt
408	Spectrogram 1	1	17587.707750000	17590.614750000	34.0	120.0	1.0000	bdt
409	Spectrogram 1	1	17599.743750000	17605.251750000	34.0	120.0	1.0000	bdt
410	Spectrogram 1	1	17631.312750000	17634.729750000	34.0	120.0	1.0000	bdt
411	Spectrogram 1	1	17641.130250000	17642.813250000	34.0	120.0	0.6818	
412	Spectrogram 1	1	17689.580250000	17691.033750000	34.0	120.0	1.0000	
413	Spectrogram 1	1	17700.213750000	17702.508750000	34.0	120.0	0.8444	
414	Spectrogram 1	1	17702.814750000	17704.650750000	34.0	120.0	0.6528	
415	Spectrogram 1	1	17710.541250000	17712.224250000	34.0	120.0	1.0000	
416	Spectrogram 1	1	17751.749250000	17753.610750000	34.0	120.0	1.0000	
417	Spectrogram 1	1	17770.746750000	17773.908750000	34.0	120.0	0.8871	
418	Spectrogram 1	1	17803.463250000	17806.293750000	34.0	120.0	0.9640	
419	Spectrogram 1	1	17810.858250000	17813.688750000	34.0	120.0	0.8919	
420	Spectrogram 1	1	17827.331250000	17828.861250000	34.0	120.0	1.0000	
421	Spectrogram 1	1	17830.034250000	17832.788250000	34.0	120.0	1.0000	
422	Spectrogram 1	1	17842.452750000	17844.314250000	34.0	120.0	1.0000	
423	Spectrogram 1	1	17847.450750000	17850.357750000	34.0	120.0	0.9035	
424	Spectrogram 1	1	17875.092750000	17877.362250000	34.0	120.0	1.0000	
425	Spectrogram 1	1	17880.983250000	17885.267250000	34.0	120.0	0.9226	
426	Spectrogram 1	1	17904.060750000	17905.845750000	34.0	120.0	0.8857	
427	Spectrogram 1	1	17911.812750000	17915.051250000	34.0	120.0	1.0000	
428	Spectrogram 1	1	17923.185750000	17924.996250000	34.0	120.0	1.0000	
429	Spectrogram 1	1	17934.354750000	17936.828250000	34.0	120.0	0.9278	
430	Spectrogram 1	1	17937.975750000	17941.112250000	34.0	120.0	0.9106	
431	Spectrogram 1	1	17952.204750000	17954.423250000	34.0	120.0	1.0000	
432	Spectrogram 1	1	17956.412250000	17959.625250000	34.0	120.0	0.9286	
433	Spectrogram 1	1	17966.561250000	17967.989250000	34.0	120.0	1.0000	
434	Spectrogram 1	1	17972.604750000	17975.562750000	34.0	120.0	1.0000	
435	Spectrogram 1	1	17994.177750000	17999.430750000	34.0	120.0	1.0000	
436	Spectrogram 1	1	18009.018750000	18014.016750000	34.0	120.0	0.9439	
437	Spectrogram 1	1	18020.187750000	18021.768750000	34.0	120.0	1.0000	
438	Spectrogram 1	1	18028.347750000	18031.637250000	34.0	120.0	1.0000	
439	Spectrogram 1	1	18038.190750000	18040.332750000	34.0	120.0	1.0000	
440	Spectrogram 1	1	18053.847750000	18054.944250000	34.0	120.0	1.0000	
441	Spectrogram 1	1	18085.263750000	18089.649750000	34.0	120.0	0.9535	bdt
442	Spectrogram 1	1	18106.505250000	18110.534250000	34.0	120.0	0.9494	
443	Spectrogram 1	1	18141.210750000	18142.842750000	34.0	120.0	0.8594	bdf
444	Spectrogram 1	1	18155.286750000	18159.009750000	34.0	120.0	0.9247	bdf
445	Spectrogram 1	1	18185.274750000	18190.629750000	34.0	120.0	0.9476	bdt
446	Spectrogram 1	1	18201.288750000	18203.966250000	34.0	120.0	0.9048	
447	Spectrogram 1	1	18217.838250000	18221.586750000	34.0	120.0	1.0000	
448	Spectrogram 1	1	18247.673250000	18251.804250000	34.0	120.0	1.0000	
449	Spectrogram 1	1	18258.077250000	18259.097250000	34.0	120.0	1.0000	bdf
450	Spectrogram 1	1	18296.250750000	18298.061250000	34.0	120.0	0.9155	bdf
451	Spectrogram 1	1	18372.827250000	18375.785250000	34.0	120.0	1.0000	
452	Spectrogram 1	1	18381.140250000	18383.409750000	34.0	120.0	0.9551	
453	Spectrogram 1	1	18412.173750000	18415.896750000	34.0	120.0	1.0000	
454	Spectrogram 1	1	18506.243250000	18511.929750000	34.0	120.0	0.9641	bdt
455	Spectrogram 1	1	18527.331750000	18529.703250000	34.0	120.0	1.0000	bdt
456	Spectrogram 1	1	18535.925250000	18538.832250000	34.0	120.0	1.0000	bdt
457	Spectrogram 1	1	18589.679250000	18594.702750000	34.0	120.0	0.9797	bdf
458	Spectrogram 1	1	18618.825750000	18623.951250000	34.0	120.0	1.0000	bdt
459	Spectrogram 1	1	18627.113250000	18630.963750000	34.0	120.0	0.9603	bdt
460	Spectrogram 1	1	18644.402250000	18649.680750000	34.0	120.0	1.0000	
461	Spectrogram 1	1	18679.745250000	18685.737750000	34.0	120.0	0.9830	bdt
462	Spectrogram 1	1	18704.939250000	18705.959250000	34.0	120.0	0.8250	
463	Spectrogram 1	1	18711.339750000	18716.822250000	34.0	120.0	0.9674	bdt
464	Spectrogram 1	1	18738.905250000	18741.863250000	34.0	120.0	1.0000	bdt
465	Spectrogram 1	1	18749.972250000	18753.465750000	34.0	120.0	1.0000	bdt
466	Spectrogram 1	1	18759.815250000	18761.855250000	34.0	120.0	1.0000	
467	Spectrogram 1	1	18769.071750000	18774.069750000	34.0	120.0	0.9439	bdt
468	Spectrogram 1	1	18807.755250000	18809.667750000	34.0	120.0	1.0000	
469	Spectrogram 1	1	18813.033750000	18817.827750000	34.0	120.0	0.9787	bdt
470	Spectrogram 1	1	18851.487750000	18856.485750000	34.0	120.0	1.0000	bdt
471	Spectrogram 1	1	18893.333250000	18899.096250000	34.0	120.0	0.9646	bdf
472	Spectrogram 1	1	18922.275750000	18924.213750000	34.0	120.0	0.8816	bdf
473	Spectrogram 1	1	18927.146250000	18928.472250000	34.0	120.0	0.7500	
474	Spectrogram 1	1	18928.829250000	18929.951250000	34.0	120.0	1.0000	
475	Spectrogram 1	1	18939.080250000	18942.879750000	34.0	120.0	0.9195	bdf
476	Spectrogram 1	1	18956.598750000	18960.347250000	34.0	120.0	0.8707	
477	Spectrogram 1	1	18970.776750000	18973.505250000	34.0	120.0	0.9159	
478	Spectrogram 1	1	18973.785750000	18977.916750000	34.0	120.0	0.9815	
479	Spectrogram 1	1	19021.929750000	19024.020750000	34.0	120.0	1.0000	bdf
480	Spectrogram 1	1	19025.193750000	19026.621750000	34.0	120.0	0.7857	
481	Spectrogram 1	1	19027.208250000	19029.044250000	34.0	120.0	1.0000	
482	Spectrogram 1	1	19029.299250000	19031.186250000	34.0	120.0	1.0000	
483	Spectrogram 1	1	19072.292250000	19074.128250000	34.0	120.0	0.8889	bdf
484	Spectrogram 1	1	19076.372250000	19078.820250000	34.0	120.0	0.8854	
485	Spectrogram 1	1	19111.689750000	19114.367250000	34.0	120.0	1.0000	bdt
486	Spectrogram 1	1	19122.425250000	19123.751250000	34.0	120.0	0.7500	
487	Spectrogram 1	1	19128.162750000	19133.160750000	34.0	120.0	0.9541	
488	Spectrogram 1	1	19164.270750000	19165.647750000	34.0	120.0	0.7407	
489	Spectrogram 1	1	19166.820750000	19168.835250000	34.0	120.0	0.8987	
490	Spectrogram 1	1	19176.332250000	19177.352250000	34.0	120.0	0.5500	
491	Spectrogram 1	1	19193.519250000	19194.666750000	34.0	120.0	1.0000	
492	Spectrogram 1	1	19199.945250000	19203.540750000	34.0	120.0	0.9362	bdf
493	Spectrogram 1	1	19210.196250000	19216.239750000	34.0	120.0	0.9536	bdt
494	Spectrogram 1	1	19235.084250000	19239.444750000	34.0	120.0	0.9474	
495	Spectrogram 1	1	19261.629750000	19266.729750000	34.0	120.0	1.0000	bdt
496	Spectrogram 1	1	19320.509250000	19325.124750000	34.0	120.0	0.9779	bdf
497	Spectrogram 1	1	19326.833250000	19328.924250000	34.0	120.0	0.8415	
498	Spectrogram 1	1	19329.204750000	19331.984250000	34.0	120.0	0.9083	bdf
499	Spectrogram 1	1	19349.400750000	19351.083750000	34.0	120.0	0.9697	
500	Spectrogram 1	1	19372.707750000	19375.002750000	34.0	120.0	1.0000	
501	Spectrogram 1	1	19375.563750000	19379.745750000	34.0	120.0	0.9695	
502	Spectrogram 1	1	19386.554250000	19392.317250000	34.0	120.0	0.8982	
503	Spectrogram 1	1	19420.673250000	19426.155750000	34.0	120.0	0.9721	bdt
504	Spectrogram 1	1	19455.455250000	19456.628250000	34.0	120.0	1.0000	bdf
505	Spectrogram 1	1	19475.039250000	19481.720250000	34.0	120.0	0.9733	bdt
506	Spectrogram 1	1	19492.557750000	19493.883750000	34.0	120.0	1.0000	
507	Spectrogram 1	1	19533.893250000	19540.599750000	34.0	120.0	1.0000	
508	Spectrogram 1	1	19556.562750000	19557.633750000	34.0	120.0	1.0000	
509	Spectrogram 1	1	19558.245750000	19559.852250000	34.0	120.0	1.0000	
510	Spectrogram 1	1	19579.359750000	19584.128250000	34.0	120.0	1.0000	bdt
511	Spectrogram 1	1	19635.383250000	19642.217250000	34.0	120.0	0.9701	bdt
512	Spectrogram 1	1	19672.434750000	19673.888250000	34.0	120.0	0.9474	
513	Spectrogram 1	1	19685.465250000	19691.687250000	34.0	120.0	1.0000	
514	Spectrogram 1	1	19693.676250000	19697.654250000	34.0	120.0	0.9551	
515	Spectrogram 1	1	19717.034250000	19721.216250000	34.0	120.0	0.9817	
516	Spectrogram 1	1	19729.707750000	19733.558250000	34.0	120.0	0.8874	
517	Spectrogram 1	1	19740.137250000	19744.625250000	34.0	120.0	1.0000	bdt
518	Spectrogram 1	1	19796.058750000	19797.206250000	34.0	120.0	1.0000	bdf
519	Spectrogram 1	1	19802.408250000	19803.453750000	34.0	120.0	1.0000	bdf
520	Spectrogram 1	1	19888.394250000	19889.898750000	34.0	120.0	1.0000	
521	Spectrogram 1	1	19915.169250000	19916.418750000	34.0	120.0	1.0000	bdf
522	Spectrogram 1	1	19942.428750000	19946.508750000	34.0	120.0	1.0000	bdt
523	Spectrogram 1	1	19949.849250000	19953.546750000	34.0	120.0	1.0000	
524	Spectrogram 1	1	19957.524750000	19958.850750000	34.0	120.0	1.0000	
525	Spectrogram 1	1	19967.061750000	19968.183750000	34.0	120.0	0.9091	
526	Spectrogram 1	1	19993.658250000	19998.732750000	34.0	120.0	0.9447	bdt
527	Spectrogram 1	1	20023.085250000	20027.522250000	34.0	120.0	0.9483	
528	Spectrogram 1	1	20031.423750000	20035.529250000	34.0	120.0	1.0000	
529	Spectrogram 1	1	20048.508750000	20052.027750000	34.0	120.0	0.9855	
530	Spectrogram 1	1	20056.439250000	20059.881750000	34.0	120.0	1.0000	
531	Spectrogram 1	1	20068.322250000	20072.708250000	34.0	120.0	1.0000	
532	Spectrogram 1	1	20091.348750000	20096.703750000	34.0	120.0	1.0000	
533	Spectrogram 1	1	20129.522250000	20134.571250000	34.0	120.0	0.9646	bdt
534	Spectrogram 1	1	20162.468250000	20167.160250000	34.0	120.0	0.9457	bdt
535	Spectrogram 1	1	20182.307250000	20184.959250000	34.0	120.0	1.0000	
536	Spectrogram 1	1	20214.666750000	20215.967250000	34.0	120.0	1.0000	
537	Spectrogram 1	1	20231.904750000	20233.332750000	34.0	120.0	0.7500	
538	Spectrogram 1	1	20259.011250000	20260.490250000	34.0	120.0	1.0000	
539	Spectrogram 1	1	20296.674750000	20303.049750000	34.0	120.0	1.0000	bdt
540	Spectrogram 1	1	20317.890750000	20319.242250000	34.0	120.0	1.0000	
541	Spectrogram 1	1	20351.142750000	20352.315750000	34.0	120.0	0.8478	
542	Spectrogram 1	1	20352.825750000	20358.180750000	34.0	120.0	0.9810	
543	Spectrogram 1	1	20364.122250000	20368.406250000	34.0	120.0	1.0000	
544	Spectrogram 1	1	20397.603750000	20402.576250000	34.0	120.0	1.0000	bdt
545	Spectrogram 1	1	20432.411250000	20433.737250000	34.0	120.0	0.7692	bdf
546	Spectrogram 1	1	20443.452750000	20448.884250000	34.0	120.0	1.0000	bdt
547	Spectrogram 1	1	20473.364250000	20479.866750000	34.0	120.0	1.0000	bdt
548	Spectrogram 1	1	20498.813250000	20500.343250000	34.0	120.0	0.7667	bdf
549	Spectrogram 1	1	20564.654250000	20565.750750000	34.0	120.0	0.8372	bdf
550	Spectrogram 1	1	20571.998250000	20576.384250000	34.0	120.0	1.0000	bdt
551	Spectrogram 1	1	20762.993250000	20766.843750000	34.0	120.0	0.9404	bdt
552	Spectrogram 1	1	20822.331750000	20825.978250000	34.0	120.0	0.9790	bdt
553	Spectrogram 1	1	20862.162750000	20867.237250000	34.0	120.0	0.9598	bdt
554	Spectrogram 1	1	20945.828250000	20948.352750000	34.0	120.0	0.9394	bdf
555	Spectrogram 1	1	20950.494750000	20951.744250000	34.0	120.0	0.8163	
556	Spectrogram 1	1	21009.552750000	21011.414250000	34.0	120.0	0.9315	bdf
557	Spectrogram 1	1	21046.859250000	21048.261750000	34.0	120.0	1.0000	
558	Spectrogram 1	1	21136.772250000	21137.919750000	34.0	120.0	1.0000	bdf
559	Spectrogram 1	1	21317.388750000	21319.581750000	34.0	120.0	0.9186	bdf
560	Spectrogram 1	1	21370.097250000	21372.723750000	34.0	120.0	0.9126	bdf
561	Spectrogram 1	1	21374.304750000	21376.778250000	34.0	120.0	1.0000	bdf
562	Spectrogram 1	1	21509.505750000	21511.163250000	34.0	120.0	0.9385	bdf
563	Spectrogram 1	1	21513.024750000	21517.716750000	34.0	120.0	0.9728	
564	Spectrogram 1	1	21666.458250000	21667.503750000	34.0	120.0	1.0000	bdf
565	Spectrogram 1	1	21734.084250000	21735.843750000	34.0	120.0	0.9130	
566	Spectrogram 1	1	21819.687750000	21823.563750000	34.0	120.0	1.0000	bdt
567	Spectrogram 1	1	21825.756750000	21829.403250000	34.0	120.0	0.8811	bdt
568	Spectrogram 1	1	21869.846250000	21871.223250000	34.0	120.0	1.0000	
569	Spectrogram 1	1	21904.934250000	21908.300250000	34.0	120.0	1.0000	bdt
570	Spectrogram 1	1	21947.034750000	21948.360750000	34.0	120.0	1.0000	
571	Spectrogram 1	1	21950.094750000	21951.879750000	34.0	120.0	0.8714	
572	Spectrogram 1	1	21983.270250000	21985.055250000	34.0	120.0	0.8857	bdf
573	Spectrogram 1	1	22008.438750000	22011.473250000	34.0	120.0	0.8655	
574	Spectrogram 1	1	22015.502250000	22018.740750000	34.0	120.0	1.0000	
575	Spectrogram 1	1	22037.024250000	22041.053250000	34.0	120.0	0.9430	bdt
576	Spectrogram 1	1	22081.419750000	22086.494250000	34.0	120.0	1.0000	bdt
577	Spectrogram 1	1	22089.528750000	22092.053250000	34.0	120.0	0.9495	
578	Spectrogram 1	1	22103.757750000	22109.673750000	34.0	120.0	1.0000	bdt
579	Spectrogram 1	1	22143.818250000	22148.918250000	34.0	120.0	1.0000	bdt
580	Spectrogram 1	1	22159.500750000	22162.127250000	34.0	120.0	0.9806	
581	Spectrogram 1	1	22166.054250000	22167.125250000	34.0	120.0	0.7857	
582	Spectrogram 1	1	22211.010750000	22213.560750000	34.0	120.0	1.0000	bdf
583	Spectrogram 1	1	22241.330250000	22242.528750000	34.0	120.0	0.9149	bdf
584	Spectrogram 1	1	22373.394750000	22374.414750000	34.0	120.0	0.8750	bdf
585	Spectrogram 1	1	22374.746250000	22377.551250000	34.0	120.0	0.9455	
586	Spectrogram 1	1	22538.634750000	22539.986250000	34.0	120.0	1.0000	
587	Spectrogram 1	1	22545.494250000	22546.692750000	34.0	120.0	0.9149	
588	Spectrogram 1	1	22547.483250000	22548.962250000	34.0	120.0	0.7414	
589	Spectrogram 1	1	22565.409750000	22567.067250000	34.0	120.0	0.8769	
590	Spectrogram 1	1	22593.587250000	22595.525250000	34.0	120.0	1.0000	
591	Spectrogram 1	1	22596.060750000	22597.131750000	34.0	120.0	1.0000	
592	Spectrogram 1	1	22597.769250000	22598.993250000	34.0	120.0	1.0000	
593	Spectrogram 1	1	22645.275750000	22649.610750000	34.0	120.0	0.9529	
594	Spectrogram 1	1	22715.273250000	22717.287750000	34.0	120.0	1.0000	
595	Spectrogram 1	1	22792.538250000	22794.833250000	34.0	120.0	0.9444	
596	Spectrogram 1	1	22805.109750000	22806.869250000	34.0	120.0	0.8986	
597	Spectrogram 1	1	22823.622750000	22824.897750000	34.0	120.0	0.8800	
598	Spectrogram 1	1	22825.917750000	22829.105250000	34.0	120.0	1.0000	
599	Spectrogram 1	1	22874.291250000	22875.489750000	34.0	120.0	0.8298	
600	Spectrogram 1	1	22879.238250000	22880.258250000	34.0	120.0	0.9000	
601	Spectrogram 1	1	22881.176250000	22882.349250000	34.0	120.0	0.5652	
602	Spectrogram 1	1	22902.774750000	22906.191750000	34.0	120.0	0.9627	bdt
603	Spectrogram 1	1	22927.152750000	22928.300250000	34.0	120.0	1.0000	
604	Spectrogram 1	1	22928.912250000	22929.957750000	34.0	120.0	0.8537	
605	Spectrogram 1	1	22990.035750000	22991.336250000	34.0	120.0	0.9412	bdf
606	Spectrogram 1	1	23085.890250000	23087.751750000	34.0	120.0	0.9726	
607	Spectrogram 1	1	23096.625750000	23099.048250000	34.0	120.0	0.8632	
608	Spectrogram 1	1	23099.481750000	23105.015250000	34.0	120.0	1.0000	bdf
609	Spectrogram 1	1	23105.525250000	23106.723750000	34.0	120.0	0.9362	
610	Spectrogram 1	1	23153.159250000	23154.867750000	34.0	120.0	0.8806	bdf
611	Spectrogram 1	1	23164.047750000	23166.317250000	34.0	120.0	1.0000	
612	Spectrogram 1	1	23236.314750000	23240.981250000	34.0	120.0	1.0000	bdt
613	Spectrogram 1	1	23251.742250000	23252.889750000	34.0	120.0	0.9333	bdf
614	Spectrogram 1	1	23418.333750000	23422.439250000	34.0	120.0	0.9503	bdf
615	Spectrogram 1	1	23422.872750000	23426.162250000	34.0	120.0	1.0000	
616	Spectrogram 1	1	23426.672250000	23428.992750000	34.0	120.0	0.9231	
617	Spectrogram 1	1	23453.421750000	23456.558250000	34.0	120.0	0.9350	bdt
618	Spectrogram 1	1	23618.891250000	23620.905750000	34.0	120.0	0.9367	
619	Spectrogram 1	1	23642.861250000	23644.646250000	34.0	120.0	0.9143	bdf
620	Spectrogram 1	1	23980.047750000	23981.858250000	34.0	120.0	1.0000	
621	Spectrogram 1	1	24218.268750000	24220.053750000	34.0	120.0	0.9143	
622	Spectrogram 1	1	24230.738250000	24231.885750000	34.0	120.0	0.9111	
623	Spectrogram 1	1	24517.842750000	24520.010250000	34.0	120.0	0.9176	
624	Spectrogram 1	1	24551.859750000	24554.078250000	34.0	120.0	0.8621	
625	Spectrogram 1	1	24573.993750000	24575.447250000	34.0	120.0	1.0000	bdf
626	Spectrogram 1	1	24589.242750000	24591.180750000	34.0	120.0	0.9605	bdf
627	Spectrogram 1	1	24690.375750000	24692.007750000	34.0	120.0	1.0000	bdf
628	Spectrogram 1	1	24698.204250000	24702.437250000	34.0	120.0	1.0000	bdt
629	Spectrogram 1	1	24724.877250000	24727.121250000	34.0	120.0	1.0000	
630	Spectrogram 1	1	24750.810750000	24754.686750000	34.0	120.0	0.9474	bdt
631	Spectrogram 1	1	24776.769750000	24781.385250000	34.0	120.0	1.0000	bdf
632	Spectrogram 1	1	24815.529750000	24818.411250000	34.0	120.0	1.0000	bdt
633	Spectrogram 1	1	24836.618250000	24840.239250000	34.0	120.0	1.0000	bdf
634	Spectrogram 1	1	24846.206250000	24849.164250000	34.0	120.0	0.9741	bdf
635	Spectrogram 1	1	24879.534750000	24880.733250000	34.0	120.0	0.8085	bdf
636	Spectrogram 1	1	24932.600250000	24939.357750000	34.0	120.0	0.9132	
637	Spectrogram 1	1	24941.805750000	24943.667250000	34.0	120.0	1.0000	bdt
638	Spectrogram 1	1	24945.707250000	24949.404750000	34.0	120.0	0.9517	bdt
639	Spectrogram 1	1	24959.885250000	24963.684750000	34.0	120.0	1.0000	bdt
640	Spectrogram 1	1	24986.073750000	24989.618250000	34.0	120.0	1.0000	bdt
641	Spectrogram 1	1	25011.675750000	25016.214750000	34.0	120.0	1.0000	
642	Spectrogram 1	1	25023.227250000	25025.139750000	34.0	120.0	0.8000	
643	Spectrogram 1	1	25035.977250000	25038.858750000	34.0	120.0	1.0000	bdt
644	Spectrogram 1	1	25050.486750000	25052.475750000	34.0	120.0	0.9744	bdt
645	Spectrogram 1	1	25097.381250000	25098.477750000	34.0	120.0	1.0000	bdf
646	Spectrogram 1	1	25113.752250000	25114.848750000	34.0	120.0	0.7674	
647	Spectrogram 1	1	25115.690250000	25117.194750000	34.0	120.0	0.8814	
648	Spectrogram 1	1	25148.508750000	25151.951250000	34.0	120.0	0.9111	bdf
649	Spectrogram 1	1	25185.713250000	25191.017250000	34.0	120.0	0.9712	bdf
650	Spectrogram 1	1	25245.408750000	25249.692750000	34.0	120.0	0.8869	bdt
651	Spectrogram 1	1	25486.638750000	25487.735250000	34.0	120.0	0.6047	
652	Spectrogram 1	1	25513.541250000	25518.335250000	34.0	120.0	1.0000	bdf
653	Spectrogram 1	1	25518.692250000	25520.018250000	34.0	120.0	1.0000	
654	Spectrogram 1	1	25527.719250000	25529.274750000	34.0	120.0	0.9016	bdf
